Consumidor,NBO_1,NBO_2,NBO_3,NBO_4,NBO_5
1149,31,4,15,39,60
1150,2,16,25,40,63
1151,13,36,25,56,62
1152,2,44,37,76,75
1153,63,32,48,53,2
1154,18,27,44,1,23
1155,54,48,53,6,8
1156,34,51,2,77,42
1157,38,54,25,50,74
1158,10,18,57,60,74
1159,73,2,34,1,4
1160,17,56,59,60,79
1161,66,2,8,73,17
1162,52,51,57,36,47
1163,51,22,3,6,30
1164,39,2,4,23,16
1165,23,46,61,16,24
1166,38,26,12,34,53
1167,10,27,6,52,2
1168,34,51,4,13,25
1169,19,39,41,78,79
1170,4,10,56,25,27
1171,71,13,77,12,18
1172,46,41,38,13,26
1173,49,66,10,35,34
1174,11,66,21,5,28
1175,2,10,18,26,64
1176,4,14,36,75,24
1177,9,16,39,51,58
1178,45,43,65,4,15
1179,31,9,13,53,79
1180,10,47,71,72,78
1181,21,23,9,26,38
1182,56,49,20,54,16
1183,43,4,16,40,60
1184,38,79,7,34,40
1185,12,7,46,20,22
1186,19,11,24,31,63
1187,51,16,12,44,77
1188,30,7,64,36,47
1189,16,24,31,66,18
1190,31,9,25,65,21
1191,31,44,45,39,49
1192,71,7,35,21,25
1193,12,48,77,15,46
1194,46,63,79,17,66
1195,5,4,47,72,13
1196,60,62,33,41,45
1197,70,58,13,33,77
1198,53,49,71,73,9
1199,80,6,18,31,72
1200,8,54,67,9,66
1201,51,46,53,3,5
1202,9,10,21,57,69
1203,54,13,32,52,53
1204,8,35,38,53,4
1205,56,45,26,18,60
1206,58,13,14,20,53
1207,44,36,52,22,12
1208,49,28,8,52,69
1209,45,56,28,38,29
1210,30,36,9,15,39
1211,32,61,29,59,75
1212,58,66,4,36,9
1213,12,63,1,13,27
1214,27,38,41,60,7
1215,20,33,56,37,58
1216,23,53,61,16,17
1217,53,4,32,72,24
1218,13,22,4,14,24
1219,50,32,64,7,2
1220,74,2,11,21,26
1221,32,12,35,38,20
1222,10,70,69,34,67
1223,42,4,37,16,26
1224,77,80,64,78,4
1225,41,67,1,6,23
1226,46,13,32,27,34
1227,26,34,38,59,12
1228,76,39,55,33,37
1229,41,21,70,1,10
1230,56,19,38,6,28
1231,12,54,11,40,23
1232,7,44,60,12,18
1233,11,66,33,8,42
1234,4,45,29,58,30
1235,24,50,35,37,70
1236,29,62,63,36,3
1237,52,70,74,18,20
1238,13,16,71,47,70
1239,66,64,65,48,19
1240,47,72,34,10,38
1241,44,33,18,34,36
1242,63,31,16,33,36
1243,75,12,32,79,47
1244,49,69,77,16,39
1245,38,4,70,73,3
1246,16,70,60,80,44
1247,34,54,23,4,35
1248,77,13,70,11,35
1249,79,17,71,74,25
1250,57,51,35,1,21
1251,61,78,5,14,48
1252,29,30,64,53,72
1253,27,1,17,20,37
1254,30,38,41,34,13
1255,37,22,51,61,1
1256,41,56,67,69,50
1257,80,30,14,15,16
1258,68,54,70,78,5
1259,39,55,9,10,65
1260,34,4,9,32,75
1261,15,52,6,39,78
1262,32,77,21,25,48
1263,70,33,10,71,13
1264,73,16,9,19,24
1265,24,39,52,14,15
1266,33,54,41,10,9
1267,14,57,70,2,20
1268,53,28,54,79,22
1269,45,76,15,16,33
1270,80,31,3,15,17
1271,34,51,77,43,22
1272,44,68,9,25,27
1273,6,37,42,5,46
1274,17,35,63,66,1
1275,38,22,2,32,18
1276,54,12,38,9,18
1277,43,68,80,63,69
1278,58,23,18,3,33
1279,2,9,67,1,79
1280,43,41,35,2,15
1281,13,75,24,52,15
1282,19,67,74,1,5
1283,13,3,9,17,45
1284,14,46,54,68,38
1285,73,38,69,71,5
1286,6,27,16,55,59
1287,57,39,42,79,80
1288,46,33,77,74,1
1289,31,44,77,11,19
1290,30,62,28,49,58
1291,14,78,80,55,62
1292,62,69,41,80,4
1293,15,13,23,44,34
1294,69,5,71,39,46
1295,21,54,74,16,19
1296,58,60,22,27,68
1297,36,8,10,11,16
1298,63,37,67,24,77
1299,67,79,78,1,2
1300,37,55,2,5,77
1301,72,28,16,62,65
1302,16,49,54,18,31
1303,73,8,15,18,27
1304,17,25,71,18,11
1305,34,77,24,44,9
1306,37,74,12,65,8
1307,32,44,24,74,4
1308,60,57,25,35,55
1309,9,3,16,19,21
1310,26,10,71,42,78
1311,73,4,23,50,1
1312,54,14,60,13,23
1313,19,54,23,28,49
1314,22,4,10,45,61
1315,68,73,9,16,18
1316,9,7,45,36,11
1317,78,13,17,34,62
1318,54,38,44,2,17
1319,74,62,66,68,23
1320,24,44,22,21,39
1321,46,10,18,55,2
1322,15,54,3,9,27
1323,44,30,3,11,28
1324,40,18,32,76,6
1325,9,76,75,45,48
1326,8,29,3,21,47
1327,51,31,80,60,70
1328,68,65,12,18,52
1329,29,64,27,60,75
1330,71,19,79,9,31
1331,2,60,1,12,23
1332,9,22,33,36,3
1333,5,25,9,41,44
1334,53,11,22,40,75
1335,8,54,37,74,26
1336,51,14,79,54,58
1337,47,78,1,23,55
1338,50,7,30,33,23
1339,15,67,3,39,79
1340,50,47,13,42,45
1341,73,2,61,79,3
1342,46,39,43,51,2
1343,23,72,8,54,58
1344,27,77,9,10,19
1345,34,7,18,25,44
1346,76,4,23,40,46
1347,34,35,51,70,71
1348,27,13,5,20,31
1349,50,3,4,24,38
1350,58,27,42,10,21
1351,39,33,27,45,7
1352,50,5,22,49,19
1353,15,33,78,79,37
1354,16,61,27,80,78
1355,8,13,15,16,39
1356,9,70,54,4,7
1357,72,45,76,18,25
1358,10,1,40,55,9
1359,18,74,16,46,47
1360,65,28,60,2,24
1361,70,31,6,28,51
1362,53,71,73,11,20
1363,8,41,71,25,50
1364,2,16,41,58,37
1365,25,12,34,47,74
1366,7,26,28,53,69
1367,52,57,69,3,18
1368,56,12,24,79,48
1369,23,73,15,21,74
1370,48,50,65,9,25
1371,5,33,27,22,40
1372,16,12,4,19,32
1373,1,29,61,7,5
1374,21,48,46,23,57
1375,46,64,8,12,61
1376,24,50,32,15,30
1377,33,10,24,53,73
1378,73,15,76,63,25
1379,28,2,14,47,45
1380,19,68,63,51,20
1381,29,47,38,75,24
1382,18,51,62,49,13
1383,5,20,47,68,73
1384,1,53,70,59,23
1385,3,43,38,6,10
1386,2,57,64,15,35
1387,6,17,21,23,41
1388,65,21,43,36,12
1389,6,46,60,20,53
1390,49,1,31,10,15
1391,53,66,61,11,23
1392,36,66,52,79,31
1393,50,57,6,13,54
1394,33,61,76,2,13
1395,39,20,35,1,8
1396,7,71,77,2,42
1397,58,4,35,38,53
1398,38,59,42,43,2
1399,79,45,74,8,14
1400,32,55,67,10,21
1401,44,67,8,19,34
1402,71,62,74,44,26
1403,16,41,53,67,4
1404,31,36,48,70,14
1405,75,3,5,24,41
1406,17,19,22,37,46
1407,68,47,44,52,67
1408,6,46,54,68,29
1409,42,78,1,21,55
1410,39,61,2,23,34
1411,60,20,27,59,2
1412,16,11,15,38,50
1413,25,3,8,69,57
1414,2,40,64,69,74
1415,34,11,13,18,37
1416,48,77,20,73,36
1417,78,20,57,72,77
1418,5,3,27,63,64
1419,57,6,56,71,5
1420,78,34,44,59,53
1421,15,26,3,9,68
1422,2,25,6,76,11
1423,49,61,59,41,50
1424,22,61,36,38,47
1425,69,13,3,8,37
1426,43,13,65,3,5
1427,16,25,68,8,21
1428,36,78,4,6,29
1429,29,42,72,4,74
1430,36,74,5,24,33
1431,31,32,38,8,15
1432,31,70,64,7,14
1433,21,27,68,80,29
1434,5,27,59,33,38
1435,66,73,49,2,27
1436,17,35,67,80,16
1437,42,34,46,61,27
1438,42,73,36,27,28
1439,66,9,78,36,50
1440,75,23,24,65,10
1441,19,14,28,30,4
1442,50,78,27,77,24
1443,66,30,37,54,42
1444,3,24,27,62,59
1445,64,25,23,38,69
1446,64,40,58,60,62
1447,50,71,7,13,18
1448,13,24,4,7,63
1449,72,57,74,21,44
1450,77,12,35,4,67
1451,78,43,77,69,24
1452,4,24,42,74,78
1453,57,68,20,22,44
1454,49,11,80,63,23
1455,27,61,68,11,3
1456,6,12,20,71,8
1457,72,1,7,9,21
1458,16,36,68,10,24
1459,38,45,65,80,17
1460,45,55,66,36,14
1461,17,4,5,48,8
1462,37,56,42,46,51
1463,16,33,30,77,8
1464,10,31,35,8,29
1465,27,53,15,42,47
1466,4,76,21,26,50
1467,22,16,53,49,77
1468,21,60,36,46,19
1469,41,46,76,6,26
1470,56,10,53,17,24
1471,41,54,43,80,8
1472,67,47,11,17,15
1473,42,68,75,6,52
1474,47,30,71,1,18
1475,20,33,42,18,38
1476,41,74,22,36,58
1477,72,48,17,21,73
1478,71,74,75,34,42
1479,33,17,9,40,43
1480,13,17,50,28,2
1481,32,71,44,45,58
1482,35,4,21,74,27
1483,68,20,56,12,36
1484,42,33,48,51,19
1485,37,53,61,24,26
1486,27,57,62,74,44
1487,80,61,1,27,15
1488,30,54,59,2,53
1489,66,43,49,11,12
1490,65,67,6,30,42
1491,48,4,13,18,12
1492,10,67,26,63,69
1493,42,45,56,39,60
1494,7,8,44,46,65
1495,5,4,23,26,33
1496,49,5,29,40,78
1497,56,38,17,23,33
1498,6,57,40,17,3
1499,24,25,34,65,66
1500,40,17,29,41,10
1501,31,40,69,44,76
1502,76,1,12,24,53
1503,17,40,61,73,74
1504,34,46,76,77,17
1505,22,45,18,21,36
1506,22,71,4,67,3
1507,23,29,33,50,11
1508,30,12,10,3,47
1509,17,61,30,19,32
1510,8,44,59,40,28
1511,31,28,61,42,69
1512,63,38,55,11,16
1513,24,37,29,53,25
1514,52,31,2,4,50
1515,43,18,28,37,62
1516,20,7,59,25,40
1517,19,32,63,46,65
1518,18,19,80,2,4
1519,4,66,9,72,25
1520,39,9,53,45,54
1521,10,49,53,65,42
1522,21,6,8,16,32
1523,69,50,34,37,46
1524,30,41,79,37,54
1525,74,2,73,6,7
1526,11,63,2,22,29
1527,11,7,36,59,68
1528,58,24,37,32,19
1529,3,26,18,32,66
1530,65,64,8,34,71
1531,33,55,28,35,58
1532,36,23,7,76,3
1533,27,80,49,61,2
1534,30,56,63,50,75
1535,53,17,23,8,16
1536,34,73,80,17,38
1537,10,64,56,69,79
1538,24,28,80,40,46
1539,72,25,15,19,34
1540,65,18,38,49,2
1541,31,6,36,47,62
1542,52,74,27,40,55
1543,25,9,36,50,60
1544,67,3,39,47,72
1545,65,70,24,25,33
1546,10,38,39,44,46
1547,56,66,51,76,1
1548,53,4,31,32,48
1549,59,77,31,14,36
1550,37,4,42,14,54
1551,26,12,31,61,16
1552,16,71,70,13,19
1553,34,45,12,25,75
1554,29,38,33,20,39
1555,6,20,37,38,77
1556,76,17,38,48,78
1557,21,3,31,62,13
1558,54,9,70,1,3
1559,67,44,19,24,32
1560,54,29,34,46,58
1561,22,71,19,46,9
1562,23,36,50,7,22
1563,28,39,69,20,26
1564,43,4,72,75,16
1565,23,49,55,19,6
1566,4,26,54,76,3
1567,77,53,6,34,37
1568,56,8,10,17,30
1569,70,55,18,74,10
1570,59,17,5,8,18
1571,31,8,42,69,32
1572,12,36,2,25,49
1573,38,22,56,73,24
1574,61,36,76,70,32
1575,68,33,18,43,9
1576,21,37,38,42,47
1577,41,2,10,21,73
1578,22,18,27,73,1
1579,64,27,60,80,10
1580,14,68,58,64,79
1581,76,38,16,33,18
1582,11,41,5,20,35
1583,19,24,64,67,78
1584,71,3,51,1,10
1585,23,2,6,12,73
1586,9,24,33,54,73
1587,5,7,50,2,4
1588,74,18,20,3,21
1589,24,13,23,25,36
1590,27,65,77,11,74
1591,41,78,24,47,57
1592,6,8,52,70,1
1593,26,27,2,10,45
1594,36,52,63,71,13
1595,4,16,50,67,38
1596,9,44,29,34,39
1597,37,47,12,66,32
1598,17,43,73,77,19
1599,76,55,72,27,69
1600,14,28,76,11,53
1601,28,26,34,4,11
1602,79,80,73,43,19
1603,3,17,44,12,36
1604,57,16,20,3,12
1605,47,75,3,24,9
1606,7,50,59,70,36
1607,45,58,61,68,78
1608,46,76,71,12,19
1609,5,45,6,35,38
1610,22,23,36,41,49
1611,14,22,25,15,24
1612,49,69,71,9,79
1613,38,34,78,1,6
1614,63,53,11,59,22
1615,33,3,51,20,25
1616,11,44,4,9,35
1617,54,1,5,27,28
1618,5,20,32,9,27
1619,62,30,10,34,64
1620,10,47,36,3,12
1621,17,7,29,18,67
1622,73,34,37,79,7
1623,44,46,49,66,10
1624,1,70,77,28,33
1625,11,45,12,16,65
1626,55,54,35,47,40
1627,76,20,57,66,33
1628,69,22,36,37,46
1629,42,73,1,65,8
1630,39,1,73,58,6
1631,79,2,23,26,39
1632,23,4,40,51,17
1633,4,75,1,34,22
1634,24,3,75,27,13
1635,36,54,1,56,12
1636,17,29,22,3,20
1637,43,33,21,36,20
1638,20,10,75,28,39
1639,56,66,29,40,51
1640,78,8,62,80,31
1641,10,13,34,55,72
1642,5,62,71,77,4
1643,38,8,70,12,40
1644,4,53,44,55,22
1645,49,9,37,70,48
1646,43,47,3,22,38
1647,57,8,62,4,32
1648,53,55,15,42,29
1649,53,34,46,4,10
1650,1,4,27,69,18
1651,19,26,56,22,64
1652,18,38,9,24,36
1653,37,48,7,65,2
1654,5,57,10,32,53
1655,48,29,60,1,37
1656,59,1,18,23,57
1657,50,14,40,13,28
1658,54,13,49,26,42
1659,16,4,17,34,20
1660,1,27,55,4,26
1661,10,54,15,25,73
1662,40,64,1,50,59
1663,19,67,46,15,27
1664,13,68,3,16,36
1665,14,33,12,34,44
1666,26,4,10,15,21
1667,69,30,49,23,28
1668,35,7,56,38,17
1669,10,1,57,59,2
1670,13,7,23,31,32
1671,50,5,76,32,1
1672,48,50,51,56,63
1673,50,73,28,41,80
1674,42,77,25,72,54
1675,46,80,70,8,10
1676,27,31,4,3,16
1677,18,8,10,74,15
1678,74,70,4,77,8
1679,39,1,65,69,30
1680,28,59,1,2,3
1681,36,38,22,39,49
1682,39,8,53,56,3
1683,3,48,59,14,16
1684,5,37,50,57,64
1685,35,59,13,27,37
1686,50,49,61,60,78
1687,34,59,21,31,33
1688,1,43,20,33,47
1689,25,41,4,19,23
1690,15,10,34,2,26
1691,68,48,34,42,62
1692,67,2,12,26,59
1693,71,5,36,50,46
1694,32,38,39,49,15
1695,10,35,36,41,4
1696,9,76,27,78,80
1697,28,49,12,37,62
1698,40,15,11,32,36
1699,45,28,54,64,78
1700,50,5,7,11,8
1701,26,11,14,2,4
1702,58,42,21,46,14
1703,64,8,27,30,32
1704,33,34,36,49,61
1705,21,56,38,77,26
1706,22,16,75,25,55
1707,78,42,22,80,34
1708,12,80,36,5,7
1709,11,24,34,59,19
1710,26,39,36,3,10
1711,60,1,16,43,55
1712,19,33,43,48,57
1713,3,17,50,41,19
1714,50,16,15,44,36
1715,20,19,54,70,38
1716,50,60,12,57,18
1717,14,58,10,18,33
1718,32,76,1,11,61
1719,34,18,31,2,26
1720,34,13,21,37,78
1721,72,28,46,11,14
1722,56,73,31,3,27
1723,25,33,80,12,15
1724,29,50,26,45,80
1725,33,66,24,18,58
1726,56,4,15,41,64
1727,43,8,22,58,69
1728,75,8,34,41,68
1729,70,20,74,79,8
1730,6,12,1,25,3
1731,67,16,26,41,45
1732,5,29,55,14,23
1733,2,6,46,53,62
1734,54,12,6,2,19
1735,16,19,11,10,20
1736,62,16,20,17,24
1737,30,73,2,6,20
1738,79,9,21,58,77
1739,51,3,67,8,59
1740,74,5,73,8,23
1741,50,43,51,17,59
1742,13,22,4,9,19
1743,41,40,50,76,24
1744,20,54,28,50,65
1745,50,63,60,61,2
1746,23,35,58,40,13
1747,3,16,11,61,14
1748,12,7,15,27,43
1749,2,59,67,7,12
1750,72,21,61,68,74
1751,45,75,66,76,52
1752,76,53,3,27,50
1753,19,16,17,28,29
1754,46,2,36,13,52
1755,6,8,42,74,12
1756,32,23,8,68,25
1757,46,36,39,47,70
1758,9,26,35,42,28
1759,16,3,6,5,11
1760,50,9,12,22,36
1761,21,39,15,22,35
1762,67,5,26,29,3
1763,31,54,9,21,8
1764,56,10,12,7,11
1765,5,17,36,1,16
1766,21,71,75,69,33
1767,75,3,19,20,38
1768,48,37,43,28,42
1769,10,59,27,49,32
1770,38,65,20,37,9
1771,8,39,20,41,71
1772,50,39,57,11,2
1773,39,5,75,48,17
1774,74,42,17,20,56
1775,52,69,76,77,12
1776,58,42,7,46,67
1777,16,20,52,62,10
1778,37,7,60,65,74
1779,15,76,77,35,16
1780,18,37,43,49,66
1781,33,21,30,70,9
1782,54,56,22,31,38
1783,51,2,26,40,53
1784,37,44,22,33,64
1785,72,16,6,19,22
1786,14,37,22,52,57
1787,41,8,10,26,31
1788,41,69,78,4,5
1789,78,34,39,76,19
1790,19,21,73,32,44
1791,32,33,48,66,9
1792,58,15,54,11,35
1793,16,15,5,23,41
1794,36,31,35,47,59
1795,12,70,47,4,14
1796,36,40,58,76,24
1797,29,50,65,75,2
1798,24,78,8,50,12
1799,60,33,38,80,9
1800,48,65,8,18,41
1801,20,16,4,61,65
1802,10,72,24,34,27
1803,41,53,6,13,29
1804,65,31,76,2,6
1805,42,55,67,28,41
1806,23,3,6,11,19
1807,61,55,8,49,59
1808,35,37,75,67,7
1809,39,49,19,21,33
1810,70,69,27,76,16
1811,60,80,52,17,29
1812,41,34,43,69,64
1813,48,6,65,9,36
1814,27,73,8,33,62
1815,14,15,29,41,10
1816,13,39,71,57,59
1817,46,16,51,52,1
1818,80,19,5,36,38
1819,43,45,47,1,34
1820,27,33,75,19,41
1821,64,53,8,23,1
1822,76,25,69,20,21
1823,73,38,6,19,24
1824,10,28,39,15,6
1825,12,24,33,42,68
1826,39,46,49,23,4
1827,55,73,12,50,66
1828,28,52,66,18,45
1829,44,77,47,58,66
1830,19,71,35,51,56
1831,13,56,75,10,12
1832,44,7,34,38,48
1833,4,15,40,44,57
1834,31,1,9,27,30
1835,69,73,21,29,1
1836,22,64,19,25,2
1837,10,26,1,52,73
1838,17,28,31,2,63
1839,30,78,1,31,46
1840,42,57,19,29,33
1841,36,40,4,8,30
1842,19,69,53,9,60
1843,23,33,27,6,26
1844,40,27,43,23,29
1845,12,16,18,21,58
1846,42,33,54,68,78
1847,70,62,28,67,77
1848,56,48,8,18,22
1849,33,46,3,23,8
1850,6,75,15,37,49
1851,32,14,20,31,44
1852,51,74,33,43,35
1853,40,64,76,57,4
1854,11,38,56,39,15
1855,59,77,3,2,76
1856,31,37,51,18,22
1857,39,63,25,11,59
1858,50,77,14,27,53
1859,12,11,25,34,43
1860,32,9,28,8,43
1861,66,52,61,62,11
1862,62,13,8,18,51
1863,19,12,22,59,8
1864,20,80,22,38,25
1865,69,14,78,61,5
1866,2,65,79,68,3
1867,16,77,10,22,48
1868,52,30,78,64,68
1869,61,71,41,21,36
1870,7,35,58,76,78
1871,33,11,16,27,52
1872,15,73,27,31,46
1873,9,72,41,1,4
1874,61,7,62,4,6
1875,45,54,19,34,78
1876,24,72,22,23,43
1877,42,63,2,8,24
1878,36,14,57,3,27
1879,79,72,30,62,16
1880,14,17,62,1,3
1881,17,10,11,13,59
1882,41,65,75,76,5
1883,17,18,54,65,1
1884,28,77,59,42,1
1885,32,77,8,25,29
1886,33,65,79,63,4
1887,47,69,25,36,38
1888,32,75,10,48,60
1889,11,28,41,43,8
1890,54,76,13,47,5
1891,11,33,35,21,36
1892,63,20,26,2,35
1893,67,52,11,28,10
1894,33,44,4,29,59
1895,36,76,1,18,35
1896,33,25,43,71,72
1897,66,48,58,26,71
1898,77,53,55,75,49
1899,69,6,20,49,76
1900,10,12,60,49,75
1901,40,57,54,63,28
1902,56,68,5,44,78
1903,52,36,70,3,14
1904,23,4,21,22,33
1905,35,80,7,10,14
1906,19,8,16,27,80
1907,71,4,6,49,27
1908,66,15,22,46,23
1909,72,11,54,71,75
1910,1,2,51,36,57
1911,21,30,44,3,19
1912,71,7,18,32,5
1913,33,17,35,71,72
1914,56,75,38,14,18
1915,33,75,7,26,12
1916,51,29,44,7,34
1917,47,11,28,49,6
1918,20,9,17,32,35
1919,50,1,10,13,68
1920,1,38,33,44,11
1921,58,78,53,40,66
1922,12,32,28,70,66
1923,35,32,67,79,21
1924,75,5,4,6,14
1925,38,70,19,26,28
1926,40,77,22,23,45
1927,76,11,32,46,23
1928,70,1,56,80,16
1929,74,53,63,5,21
1930,43,46,75,41,60
1931,24,65,68,67,75
1932,17,79,2,10,62
1933,34,5,55,68,70
1934,3,42,2,47,69
1935,21,22,45,61,66
1936,13,31,44,49,74
1937,2,5,37,69,50
1938,48,13,15,64,62
1939,72,28,57,51,6
1940,31,65,2,12,23
1941,23,76,68,16,20
1942,20,33,18,50,23
1943,73,55,57,53,47
1944,39,18,47,3,8
1945,12,40,49,51,11
1946,55,44,43,53,57
1947,4,11,21,37,75
1948,52,4,5,31,2
1949,28,56,8,6,32
1950,19,21,75,22,64
1951,18,8,38,30,44
1952,49,72,67,3,24
1953,59,15,34,40,72
1954,31,71,6,18,21
1955,60,32,22,16,47
1956,64,58,13,40,11
1957,29,10,16,52,60
1958,37,78,40,47,52
1959,11,73,9,2,39
1960,5,23,43,72,76
1961,72,1,35,24,74
1962,79,44,51,71,78
1963,67,76,80,56,69
1964,19,46,7,34,42
1965,59,29,49,14,17
1966,34,39,60,66,10
1967,11,64,20,78,5
1968,15,65,58,62,11
1969,36,45,75,9,18
1970,33,70,7,40,56
1971,22,26,1,45,6
1972,13,26,10,14,35
1973,44,2,20,23,38
1974,55,15,38,80,57
1975,25,31,53,47,2
1976,54,24,56,1,65
1977,25,10,46,50,9
1978,23,32,49,58,68
1979,79,61,11,15,25
1980,18,70,33,51,26
1981,41,11,12,25,55
1982,13,18,79,23,32
1983,37,52,24,17,41
1984,28,31,61,14,10
1985,47,34,49,80,31
1986,11,47,69,7,35
1987,20,32,35,18,76
1988,13,57,28,43,44
1989,74,72,57,24,52
1990,12,46,60,5,8
1991,19,24,2,12,20
1992,8,32,31,50,79
1993,1,66,48,46,47
1994,17,51,56,69,27
1995,1,49,5,23,30
1996,2,16,48,74,77
1997,1,29,69,9,26
1998,63,24,25,54,18
1999,23,35,49,57,3
2000,28,32,15,39,11
2001,64,40,1,31,38
2002,49,23,19,76,78
2003,65,42,9,38,44
2004,16,25,30,45,75
2005,67,37,27,45,80
2006,53,66,70,39,72
2007,59,26,46,12,23
2008,35,2,40,63,76
2009,79,59,20,58,44
2010,16,2,51,64,79
2011,52,64,53,1,17
2012,48,37,1,19,21
2013,24,67,9,31,33
2014,77,47,11,19,46
2015,45,20,38,64,13
2016,79,51,60,74,23
2017,6,45,76,9,29
2018,2,27,32,43,67
2019,79,74,15,49,7
2020,45,2,37,9,15
2021,51,33,79,59,11
2022,69,33,27,3,7
2023,45,60,1,67,4
2024,66,19,26,42,64
2025,55,44,71,40,62
2026,6,27,53,50,52
2027,50,66,78,11,29
2028,18,20,24,30,57
2029,4,12,11,6,23
2030,28,65,23,4,6
2031,62,51,4,70,57
2032,10,16,49,1,25
2033,5,34,78,23,27
2034,75,10,42,50,66
2035,27,12,8,23,3
2036,77,37,14,44,18
2037,67,27,22,36,69
2038,7,28,38,72,3
2039,21,24,54,79,14
2040,74,41,48,59,69
2041,69,6,65,20,21
2042,12,26,8,17,42
2043,60,56,14,15,22
2044,60,11,9,14,16
2045,45,28,70,24,25
2046,35,41,54,9,10
2047,5,30,7,61,78
2048,9,10,13,60,7
2049,9,38,25,39,60
2050,72,1,78,13,3
2051,32,25,37,50,62
2052,21,26,52,24,33
2053,63,1,36,51,72
2054,16,77,22,57,58
2055,41,17,19,52,64
2056,62,2,19,28,35
2057,21,45,63,5,13
2058,54,77,52,9,46
2059,42,67,79,31,7
2060,42,9,32,59,41
2061,34,49,4,8,9
2062,54,66,18,44,9
2063,21,22,49,69,14
2064,48,35,47,55,3
2065,3,34,24,80,2
2066,15,66,1,9,52
2067,56,77,21,4,25
2068,80,63,51,30,76
2069,63,27,29,52,55
2070,75,1,55,6,46
2071,2,13,24,52,14
2072,68,58,19,29,54
2073,50,75,78,22,23
2074,10,47,16,12,35
2075,52,59,7,1,8
2076,28,66,34,20,21
2077,42,71,73,15,17
2078,79,65,47,15,62
2079,48,18,35,58,1
2080,17,43,76,11,28
2081,5,58,11,39,69
2082,36,80,25,2,24
2083,24,34,43,49,9
2084,25,65,67,75,9
2085,7,59,60,22,42
2086,26,38,31,37,6
2087,48,49,53,68,45
2088,70,60,61,16,24
2089,3,74,45,39,70
2090,69,16,25,38,41
2091,8,5,22,23,18
2092,43,24,5,23,38
2093,11,70,1,17,22
2094,1,55,62,22,75
2095,29,34,47,62,23
2096,2,21,29,43,44
2097,22,50,77,2,38
2098,14,6,9,38,40
2099,73,71,36,8,13
2100,18,3,60,67,77
2101,32,8,43,28,3
2102,19,22,18,25,42
2103,38,16,6,13,26
2104,32,40,48,4,7
2105,6,20,67,1,10
2106,59,43,36,62,73
2107,46,54,20,42,50
2108,25,3,23,37,69
2109,65,78,22,56,66
2110,32,31,2,68,6
2111,68,67,37,36,42
2112,51,65,14,26,27
2113,51,19,11,59,73
2114,73,1,7,32,39
2115,39,1,43,26,68
2116,44,42,45,71,16
2117,12,18,43,9,17
2118,2,33,18,29,38
2119,3,38,46,22,40
2120,74,4,54,29,36
2121,28,34,37,67,9
2122,41,37,49,56,69
2123,48,8,25,40,42
2124,78,46,52,62,32
2125,42,76,4,2,78
2126,36,5,18,13,2
2127,22,27,30,33,38
2128,45,57,64,14,15
2129,54,23,48,58,57
2130,55,3,23,52,74
2131,14,12,63,30,46
2132,15,24,65,78,80
2133,79,37,38,30,21
2134,21,30,5,74,64
2135,56,25,10,58,9
2136,26,32,11,55,19
2137,28,14,20,40,78
2138,41,22,3,36,49
2139,7,34,66,79,52
2140,1,43,54,57,7
2141,56,30,31,36,59
2142,16,23,75,3,18
2143,10,32,44,20,41
2144,42,64,76,27,41
2145,11,22,30,32,70
2146,8,49,41,62,3
2147,67,38,41,49,7
2148,62,21,45,54,3
2149,79,10,14,65,16
2150,6,14,4,9,22
2151,1,73,35,78,43
2152,27,22,26,30,39
2153,21,49,32,48,53
2154,14,47,17,30,22
2155,25,47,57,73,19
2156,30,4,8,15,47
2157,21,22,14,53,9
2158,35,12,20,29,41
2159,37,40,57,4,14
2160,11,50,80,13,27
2161,36,31,38,42,47
2162,7,1,69,70,14
2163,49,8,13,2,6
2164,14,32,30,31,44
2165,63,42,43,59,8
2166,43,37,14,7,80
2167,27,32,16,74,77
2168,17,8,41,53,63
2169,62,71,76,4,21
2170,23,3,10,34,2
2171,72,12,41,33,36
2172,55,74,11,39,46
2173,55,48,68,12,59
2174,66,14,59,1,11
2175,36,8,34,32,24
2176,7,34,68,60,64
2177,65,72,78,38,8
2178,5,7,10,15,34
2179,69,19,32,8,39
2180,27,12,19,57,79
2181,69,4,7,79,14
2182,9,45,19,20,61
2183,42,41,54,69,10
2184,58,55,19,11,62
2185,66,20,5,10,37
2186,43,5,30,24,39
2187,20,11,55,42,45
2188,6,5,35,56,78
2189,41,78,12,38,8
2190,3,15,31,37,18
2191,26,11,13,18,25
2192,43,51,60,1,20
2193,31,36,51,17,23
2194,12,1,2,26,53
2195,19,31,34,10,65
2196,16,73,13,53,44
2197,2,38,41,11,61
2198,39,1,55,72,23
2199,45,62,5,52,25
2200,17,41,13,37,45
2201,15,10,17,19,23
2202,14,58,41,1,5
2203,33,26,29,12,75
2204,10,5,6,9,14
2205,58,39,4,15,3
2206,50,33,26,37,38
2207,42,43,55,61,18
2208,2,57,54,10,44
2209,39,32,75,2,4
2210,28,37,47,80,54
2211,28,42,52,12,21
2212,1,21,33,37,62
2213,14,29,17,42,66
2214,40,11,3,21,25
2215,53,55,17,33,80
2216,2,72,63,37,73
2217,65,8,28,21,26
2218,80,21,77,5,28
2219,8,45,51,53,75
2220,7,55,73,22,27
2221,39,19,47,55,73
2222,31,70,8,66,5
